transaccion_id,comercio_id,comercio_nombre,fecha,hora,dia_semana,mes,trimestre,cliente_id,segmento_cliente,categoria_producto,n_items,monto_usd,metodo_pago,estado,canal
TXN-COM001-01730,COM001,Tienda La Esquina de Doña Rosa,2026-02-14,15:28,Saturday,February,Q1,CLI195,Ocasional,Lácteos y huevos,2,4.6,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01244,COM002,Botica Don Jacinto,2025-12-09,13:27,Tuesday,December,Q4,CLI077,Nuevo,Medicamentos OTC,4,23.34,Link de Pago Deuna,Pendiente,WhatsApp/Redes
TXN-COM003-00975,COM003,Cevichería El Rincón Costeño,2025-10-18,13:09,Saturday,October,Q4,CLI134,Ocasional,Arroz con menestra,5,13.37,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM001-00710,COM001,Tienda La Esquina de Doña Rosa,2025-08-29,08:30,Friday,August,Q3,CLI081,Inactivo,Artículos de limpieza,3,2.39,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00414,COM001,Tienda La Esquina de Doña Rosa,2025-07-07,10:59,Monday,July,Q3,CLI008,Inactivo,Artículos de limpieza,2,5.08,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01150,COM002,Botica Don Jacinto,2025-11-27,11:28,Thursday,November,Q4,CLI124,Frecuente,Medicamentos OTC,1,10.91,Link de Pago Deuna,Completada,Presencial
TXN-COM003-00551,COM003,Cevichería El Rincón Costeño,2025-08-05,12:27,Tuesday,August,Q3,CLI271,Nuevo,Ceviche mixto,5,7.53,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01019,COM003,Cevichería El Rincón Costeño,2025-10-28,14:08,Tuesday,October,Q4,CLI081,Inactivo,Ceviche mixto,1,7.69,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01190,COM003,Cevichería El Rincón Costeño,2025-11-27,14:18,Thursday,November,Q4,CLI168,Frecuente,Bebidas y jugos,4,6.36,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00439,COM002,Botica Don Jacinto,2025-07-13,19:22,Sunday,July,Q3,CLI226,Frecuente,Medicamentos OTC,2,11.51,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00321,COM001,Tienda La Esquina de Doña Rosa,2025-06-17,11:56,Tuesday,June,Q2,CLI103,Ocasional,Lácteos y huevos,3,1.72,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00165,COM003,Cevichería El Rincón Costeño,2025-05-19,13:06,Monday,May,Q2,CLI020,Ocasional,Ceviche mixto,5,12.19,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00256,COM003,Cevichería El Rincón Costeño,2025-06-08,12:52,Sunday,June,Q2,CLI126,Ocasional,Ceviche mixto,5,7.8,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01142,COM001,Tienda La Esquina de Doña Rosa,2025-11-24,07:56,Monday,November,Q4,CLI294,Ocasional,Víveres básicos,2,2.78,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01528,COM003,Cevichería El Rincón Costeño,2026-01-07,15:16,Wednesday,January,Q1,CLI332,Nuevo,Bebidas y jugos,2,6.02,Pago a Contacto,Completada,Presencial
TXN-COM001-01964,COM001,Tienda La Esquina de Doña Rosa,2026-04-11,14:32,Saturday,April,Q2,CLI237,Ocasional,Lácteos y huevos,4,3.61,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00834,COM001,Tienda La Esquina de Doña Rosa,2025-09-21,16:22,Sunday,September,Q3,CLI253,Inactivo,Granos y harinas,4,2.31,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00714,COM003,Cevichería El Rincón Costeño,2025-09-01,12:56,Monday,September,Q3,CLI284,Frecuente,Bebidas y jugos,5,6.48,QR Deuna,Completada,Presencial
TXN-COM003-00384,COM003,Cevichería El Rincón Costeño,2025-07-02,12:10,Wednesday,July,Q3,CLI189,Ocasional,Ceviche de camarón,3,7.6,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01643,COM002,Botica Don Jacinto,2026-02-06,17:22,Friday,February,Q1,CLI186,Nuevo,Vitaminas y suplementos,1,13.38,QR Deuna,Completada,Presencial
TXN-COM001-00172,COM001,Tienda La Esquina de Doña Rosa,2025-05-17,11:18,Saturday,May,Q2,CLI296,Ocasional,Granos y harinas,4,2.8,QR Deuna,Completada,Presencial
TXN-COM003-00468,COM003,Cevichería El Rincón Costeño,2025-07-20,13:40,Sunday,July,Q3,CLI067,Frecuente,Arroz con menestra,2,5.71,QR Deuna,Completada,Presencial
TXN-COM001-00135,COM001,Tienda La Esquina de Doña Rosa,2025-05-12,11:40,Monday,May,Q2,CLI309,Nuevo,Snacks y confites,3,4.37,QR Deuna,Completada,Presencial
TXN-COM003-00087,COM003,Cevichería El Rincón Costeño,2025-05-05,13:21,Monday,May,Q2,CLI162,Ocasional,Ceviche de camarón,2,11.51,QR Deuna,Completada,Presencial
TXN-COM001-01424,COM001,Tienda La Esquina de Doña Rosa,2025-12-24,15:13,Wednesday,December,Q4,CLI220,Nuevo,Granos y harinas,3,2.76,QR Deuna,Completada,Presencial
TXN-COM001-00440,COM001,Tienda La Esquina de Doña Rosa,2025-07-12,12:36,Saturday,July,Q3,CLI054,Inactivo,Artículos de limpieza,2,1.83,QR Deuna,Completada,Presencial
TXN-COM003-00515,COM003,Cevichería El Rincón Costeño,2025-07-29,13:31,Tuesday,July,Q3,CLI332,Nuevo,Ceviche de camarón,4,9.41,Pago a Contacto,Completada,Presencial
TXN-COM001-00035,COM001,Tienda La Esquina de Doña Rosa,2025-04-24,12:51,Thursday,April,Q2,CLI313,Frecuente,Lácteos y huevos,5,2.28,QR Deuna,Completada,Presencial
TXN-COM002-01743,COM002,Botica Don Jacinto,2026-02-23,15:05,Monday,February,Q1,CLI127,Nuevo,Medicamentos OTC,4,14.99,Link de Pago Deuna,Completada,Presencial
TXN-COM001-01739,COM001,Tienda La Esquina de Doña Rosa,2026-02-16,17:41,Monday,February,Q1,CLI017,Ocasional,Snacks y confites,1,4.12,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00595,COM003,Cevichería El Rincón Costeño,2025-08-13,12:59,Wednesday,August,Q3,CLI344,Ocasional,Arroz con menestra,3,6.73,Pago a Contacto,Completada,Presencial
TXN-COM001-00503,COM001,Tienda La Esquina de Doña Rosa,2025-07-24,18:14,Thursday,July,Q3,CLI144,Ocasional,Snacks y confites,5,2.62,QR Deuna,Completada,Presencial
TXN-COM002-01584,COM002,Botica Don Jacinto,2026-01-23,11:41,Friday,January,Q1,CLI163,Ocasional,Cosméticos básicos,3,8.08,QR Deuna,Completada,Presencial
TXN-COM001-01082,COM001,Tienda La Esquina de Doña Rosa,2025-11-11,08:23,Tuesday,November,Q4,CLI276,Ocasional,Lácteos y huevos,5,0.77,QR Deuna,Completada,Presencial
TXN-COM003-01525,COM003,Cevichería El Rincón Costeño,2026-01-06,11:10,Tuesday,January,Q1,CLI246,Inactivo,Mariscos al vapor,4,5.78,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-01609,COM001,Tienda La Esquina de Doña Rosa,2026-01-25,19:13,Sunday,January,Q1,CLI276,Ocasional,Lácteos y huevos,2,4.38,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01640,COM001,Tienda La Esquina de Doña Rosa,2026-01-29,13:49,Thursday,January,Q1,CLI218,Nuevo,Granos y harinas,2,1.58,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00339,COM001,Tienda La Esquina de Doña Rosa,2025-06-21,16:59,Saturday,June,Q2,CLI133,Frecuente,Lácteos y huevos,1,1.64,QR Deuna,Completada,Presencial
TXN-COM001-00517,COM001,Tienda La Esquina de Doña Rosa,2025-07-27,18:33,Sunday,July,Q3,CLI311,Ocasional,Lácteos y huevos,5,4.3,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM002-00438,COM002,Botica Don Jacinto,2025-07-13,12:40,Sunday,July,Q3,CLI304,Ocasional,Cosméticos básicos,5,21.84,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00546,COM002,Botica Don Jacinto,2025-08-01,16:38,Friday,August,Q3,CLI007,Frecuente,Higiene personal,1,10.72,QR Deuna,Completada,Presencial
TXN-COM003-00390,COM003,Cevichería El Rincón Costeño,2025-07-03,14:28,Thursday,July,Q3,CLI268,Nuevo,Bebidas y jugos,4,9.9,Link de Pago Deuna,Completada,Presencial
TXN-COM002-01936,COM002,Botica Don Jacinto,2026-04-05,10:03,Sunday,April,Q2,CLI132,Frecuente,Vitaminas y suplementos,2,9.4,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00548,COM001,Tienda La Esquina de Doña Rosa,2025-08-01,16:52,Friday,August,Q3,CLI349,Ocasional,Lácteos y huevos,1,4.61,QR Deuna,Completada,Presencial
TXN-COM001-00483,COM001,Tienda La Esquina de Doña Rosa,2025-07-20,09:22,Sunday,July,Q3,CLI077,Nuevo,Víveres básicos,5,2.78,QR Deuna,Completada,Presencial
TXN-COM002-00984,COM002,Botica Don Jacinto,2025-10-23,08:20,Thursday,October,Q4,CLI209,Frecuente,Medicamentos OTC,1,19.99,QR Deuna,Completada,Presencial
TXN-COM002-01362,COM002,Botica Don Jacinto,2025-12-21,19:49,Sunday,December,Q4,CLI041,Frecuente,Antibióticos y receta,1,11.49,QR Deuna,Completada,Presencial
TXN-COM002-00845,COM002,Botica Don Jacinto,2025-09-24,20:53,Wednesday,September,Q3,CLI077,Nuevo,Antibióticos y receta,3,8.72,Pago a Contacto,Completada,Presencial
TXN-COM002-00561,COM002,Botica Don Jacinto,2025-08-03,10:19,Sunday,August,Q3,CLI327,Ocasional,Medicamentos OTC,4,22.79,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00095,COM001,Tienda La Esquina de Doña Rosa,2025-05-05,16:16,Monday,May,Q2,CLI338,Nuevo,Lácteos y huevos,4,3.08,QR Deuna,Completada,Presencial
TXN-COM003-01661,COM003,Cevichería El Rincón Costeño,2026-02-02,11:15,Monday,February,Q1,CLI117,Nuevo,Ceviche mixto,1,10.79,Pago a Contacto,Completada,Presencial
TXN-COM002-01392,COM002,Botica Don Jacinto,2025-12-24,12:50,Wednesday,December,Q4,CLI268,Nuevo,Cosméticos básicos,4,6.15,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM002-00853,COM002,Botica Don Jacinto,2025-09-27,15:34,Saturday,September,Q3,CLI089,Inactivo,Material de curación,4,14.95,QR Deuna,Completada,Presencial
TXN-COM003-01374,COM003,Cevichería El Rincón Costeño,2025-12-18,14:24,Thursday,December,Q4,CLI143,Ocasional,Ceviche de camarón,1,6.43,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-00943,COM001,Tienda La Esquina de Doña Rosa,2025-10-12,08:34,Sunday,October,Q4,CLI261,Ocasional,Lácteos y huevos,3,4.57,Link de Pago Deuna,Anulada,WhatsApp/Redes
TXN-COM001-00718,COM001,Tienda La Esquina de Doña Rosa,2025-09-01,09:34,Monday,September,Q3,CLI007,Frecuente,Lácteos y huevos,5,1.46,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00935,COM003,Cevichería El Rincón Costeño,2025-10-12,12:22,Sunday,October,Q4,CLI321,Ocasional,Ceviche mixto,2,13.64,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01583,COM003,Cevichería El Rincón Costeño,2026-01-18,11:43,Sunday,January,Q1,CLI135,Inactivo,Arroz con menestra,5,8.92,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01883,COM002,Botica Don Jacinto,2026-03-26,19:46,Thursday,March,Q1,CLI128,Inactivo,Material de curación,3,2.26,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM001-00395,COM001,Tienda La Esquina de Doña Rosa,2025-07-04,11:38,Friday,July,Q3,CLI257,Inactivo,Snacks y confites,2,3.54,QR Deuna,Completada,Presencial
TXN-COM001-00049,COM001,Tienda La Esquina de Doña Rosa,2025-04-26,19:37,Saturday,April,Q2,CLI206,Frecuente,Snacks y confites,3,6.45,QR Deuna,Completada,Presencial
TXN-COM003-01827,COM003,Cevichería El Rincón Costeño,2026-03-15,10:15,Sunday,March,Q1,CLI051,Inactivo,Arroz con menestra,1,5.56,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00628,COM002,Botica Don Jacinto,2025-08-15,08:41,Friday,August,Q3,CLI318,Frecuente,Antibióticos y receta,4,5.97,QR Deuna,Completada,Presencial
TXN-COM003-00096,COM003,Cevichería El Rincón Costeño,2025-05-07,12:27,Wednesday,May,Q2,CLI204,Inactivo,Mariscos al vapor,4,9.22,QR Deuna,Completada,Presencial
TXN-COM002-00171,COM002,Botica Don Jacinto,2025-05-22,08:19,Thursday,May,Q2,CLI241,Inactivo,Medicamentos OTC,1,9.04,QR Deuna,Completada,Presencial
TXN-COM002-01909,COM002,Botica Don Jacinto,2026-03-30,10:19,Monday,March,Q1,CLI010,Nuevo,Material de curación,3,6.79,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00651,COM002,Botica Don Jacinto,2025-08-19,08:56,Tuesday,August,Q3,CLI234,Ocasional,Vitaminas y suplementos,4,20.75,QR Deuna,Completada,Presencial
TXN-COM001-00582,COM001,Tienda La Esquina de Doña Rosa,2025-08-06,10:15,Wednesday,August,Q3,CLI308,Ocasional,Bebidas,3,2.12,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01268,COM003,Cevichería El Rincón Costeño,2025-12-08,10:02,Monday,December,Q4,CLI275,Ocasional,Almuerzo del día,5,9.68,QR Deuna,Completada,Presencial
TXN-COM002-01276,COM002,Botica Don Jacinto,2025-12-13,08:23,Saturday,December,Q4,CLI222,Ocasional,Higiene personal,1,11.66,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM001-01795,COM001,Tienda La Esquina de Doña Rosa,2026-03-01,10:09,Sunday,March,Q1,CLI189,Ocasional,Artículos de limpieza,4,3.93,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-01494,COM001,Tienda La Esquina de Doña Rosa,2026-01-01,13:40,Thursday,January,Q1,CLI239,Ocasional,Granos y harinas,4,4.91,Pago a Contacto,Completada,Presencial
TXN-COM003-01741,COM003,Cevichería El Rincón Costeño,2026-02-21,13:27,Saturday,February,Q1,CLI026,Nuevo,Bebidas y jugos,2,5.22,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00707,COM001,Tienda La Esquina de Doña Rosa,2025-08-29,16:07,Friday,August,Q3,CLI190,Frecuente,Snacks y confites,2,1.62,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01635,COM003,Cevichería El Rincón Costeño,2026-01-29,14:11,Thursday,January,Q1,CLI116,Inactivo,Mariscos al vapor,1,7.07,Pago a Contacto,Completada,Presencial
TXN-COM001-01666,COM001,Tienda La Esquina de Doña Rosa,2026-02-04,17:20,Wednesday,February,Q1,CLI294,Ocasional,Snacks y confites,1,0.99,QR Deuna,Completada,Presencial
TXN-COM003-00280,COM003,Cevichería El Rincón Costeño,2025-06-13,14:24,Friday,June,Q2,CLI282,Ocasional,Ceviche mixto,1,6.98,QR Deuna,Completada,Presencial
TXN-COM002-01535,COM002,Botica Don Jacinto,2026-01-14,18:49,Wednesday,January,Q1,CLI251,Ocasional,Antibióticos y receta,5,11.93,Pago a Contacto,Completada,Presencial
TXN-COM002-00769,COM002,Botica Don Jacinto,2025-09-09,10:34,Tuesday,September,Q3,CLI014,Frecuente,Material de curación,3,4.67,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-00350,COM001,Tienda La Esquina de Doña Rosa,2025-06-23,16:48,Monday,June,Q2,CLI033,Frecuente,Snacks y confites,3,6.5,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-01759,COM001,Tienda La Esquina de Doña Rosa,2026-02-21,16:46,Saturday,February,Q1,CLI240,Frecuente,Víveres básicos,3,5.53,QR Deuna,Completada,Presencial
TXN-COM003-00552,COM003,Cevichería El Rincón Costeño,2025-08-05,14:11,Tuesday,August,Q3,CLI289,Ocasional,Almuerzo del día,5,6.1,QR Deuna,Anulada,WhatsApp/Redes
TXN-COM003-01450,COM003,Cevichería El Rincón Costeño,2025-12-26,13:04,Friday,December,Q4,CLI348,Frecuente,Bebidas y jugos,2,7.53,QR Deuna,Completada,Presencial
TXN-COM002-00872,COM002,Botica Don Jacinto,2025-10-01,11:06,Wednesday,October,Q4,CLI173,Ocasional,Antibióticos y receta,3,11.93,QR Deuna,Completada,Presencial
TXN-COM001-00400,COM001,Tienda La Esquina de Doña Rosa,2025-07-05,13:50,Saturday,July,Q3,CLI319,Frecuente,Granos y harinas,5,3.15,Link de Pago Deuna,Completada,Presencial
TXN-COM002-00430,COM002,Botica Don Jacinto,2025-07-12,10:44,Saturday,July,Q3,CLI086,Ocasional,Vitaminas y suplementos,1,20.55,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01248,COM002,Botica Don Jacinto,2025-12-09,20:52,Tuesday,December,Q4,CLI027,Frecuente,Antibióticos y receta,2,14.81,QR Deuna,Completada,Presencial
TXN-COM002-00899,COM002,Botica Don Jacinto,2025-10-06,20:03,Monday,October,Q4,CLI260,Frecuente,Antibióticos y receta,4,9.75,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01943,COM003,Cevichería El Rincón Costeño,2026-04-08,13:39,Wednesday,April,Q2,CLI030,Frecuente,Ceviche mixto,4,9.42,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00372,COM002,Botica Don Jacinto,2025-06-30,09:36,Monday,June,Q2,CLI164,Ocasional,Antibióticos y receta,3,9.65,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM001-01943,COM001,Tienda La Esquina de Doña Rosa,2026-04-06,09:48,Monday,April,Q2,CLI007,Frecuente,Snacks y confites,5,3.8,Link de Pago Deuna,Completada,Presencial
TXN-COM001-00112,COM001,Tienda La Esquina de Doña Rosa,2025-05-08,19:48,Thursday,May,Q2,CLI214,Frecuente,Víveres básicos,4,3.24,QR Deuna,Completada,Presencial
TXN-COM001-01376,COM001,Tienda La Esquina de Doña Rosa,2025-12-19,14:28,Friday,December,Q4,CLI149,Frecuente,Snacks y confites,1,3.59,QR Deuna,Completada,Presencial
TXN-COM003-00282,COM003,Cevichería El Rincón Costeño,2025-06-13,13:52,Friday,June,Q2,CLI279,Nuevo,Mariscos al vapor,5,9.08,QR Deuna,Completada,Presencial
TXN-COM001-01063,COM001,Tienda La Esquina de Doña Rosa,2025-11-06,07:45,Thursday,November,Q4,CLI102,Ocasional,Víveres básicos,3,4.15,QR Deuna,Completada,Presencial
TXN-COM003-01452,COM003,Cevichería El Rincón Costeño,2025-12-26,13:05,Friday,December,Q4,CLI201,Ocasional,Ceviche mixto,2,8.37,Pago a Contacto,Anulada,Presencial
TXN-COM002-01880,COM002,Botica Don Jacinto,2026-03-26,11:31,Thursday,March,Q1,CLI232,Ocasional,Cosméticos básicos,3,12.88,QR Deuna,Anulada,Presencial
TXN-COM003-00479,COM003,Cevichería El Rincón Costeño,2025-07-23,12:47,Wednesday,July,Q3,CLI103,Ocasional,Arroz con menestra,1,6.89,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01136,COM003,Cevichería El Rincón Costeño,2025-11-16,14:06,Sunday,November,Q4,CLI233,Ocasional,Bebidas y jugos,2,6.96,Link de Pago Deuna,Anulada,WhatsApp/Redes
TXN-COM003-00136,COM003,Cevichería El Rincón Costeño,2025-05-14,10:19,Wednesday,May,Q2,CLI152,Frecuente,Almuerzo del día,3,11.67,QR Deuna,Completada,Presencial
TXN-COM002-01301,COM002,Botica Don Jacinto,2025-12-15,13:32,Monday,December,Q4,CLI225,Ocasional,Cosméticos básicos,1,15.26,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-00081,COM003,Cevichería El Rincón Costeño,2025-05-04,10:48,Sunday,May,Q2,CLI038,Frecuente,Bebidas y jugos,2,9.9,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01881,COM002,Botica Don Jacinto,2026-03-26,12:24,Thursday,March,Q1,CLI281,Inactivo,Cosméticos básicos,1,12.64,Pago a Contacto,Completada,Presencial
TXN-COM001-01933,COM001,Tienda La Esquina de Doña Rosa,2026-04-05,14:31,Sunday,April,Q2,CLI280,Nuevo,Bebidas,5,5.36,QR Deuna,Completada,Presencial
TXN-COM001-00317,COM001,Tienda La Esquina de Doña Rosa,2025-06-17,07:10,Tuesday,June,Q2,CLI141,Inactivo,Lácteos y huevos,2,3.99,QR Deuna,Completada,Presencial
TXN-COM003-00802,COM003,Cevichería El Rincón Costeño,2025-09-17,13:29,Wednesday,September,Q3,CLI241,Inactivo,Ceviche mixto,1,5.24,QR Deuna,Completada,Presencial
TXN-COM003-00240,COM003,Cevichería El Rincón Costeño,2025-06-04,13:23,Wednesday,June,Q2,CLI097,Ocasional,Mariscos al vapor,4,12.85,QR Deuna,Completada,Presencial
TXN-COM002-01319,COM002,Botica Don Jacinto,2025-12-16,12:34,Tuesday,December,Q4,CLI079,Ocasional,Higiene personal,5,23.99,QR Deuna,Completada,Presencial
TXN-COM002-00942,COM002,Botica Don Jacinto,2025-10-13,18:55,Monday,October,Q4,CLI334,Frecuente,Medicamentos OTC,5,3.74,Pago a Contacto,Completada,Presencial
TXN-COM003-01649,COM003,Cevichería El Rincón Costeño,2026-01-31,12:48,Saturday,January,Q1,CLI072,Frecuente,Ceviche mixto,2,8.92,QR Deuna,Completada,Presencial
TXN-COM003-01313,COM003,Cevichería El Rincón Costeño,2025-12-12,13:47,Friday,December,Q4,CLI300,Frecuente,Ceviche de camarón,1,15.0,QR Deuna,Completada,Presencial
TXN-COM002-01390,COM002,Botica Don Jacinto,2025-12-24,18:28,Wednesday,December,Q4,CLI299,Ocasional,Antibióticos y receta,4,17.91,QR Deuna,Completada,Presencial
TXN-COM001-00984,COM001,Tienda La Esquina de Doña Rosa,2025-10-21,12:01,Tuesday,October,Q4,CLI338,Nuevo,Snacks y confites,4,2.48,QR Deuna,Anulada,WhatsApp/Redes
TXN-COM002-01410,COM002,Botica Don Jacinto,2025-12-26,13:44,Friday,December,Q4,CLI306,Inactivo,Cosméticos básicos,2,14.7,QR Deuna,Completada,Presencial
TXN-COM002-01725,COM002,Botica Don Jacinto,2026-02-19,13:23,Thursday,February,Q1,CLI190,Frecuente,Higiene personal,5,10.83,Pago a Contacto,Completada,Presencial
TXN-COM001-01541,COM001,Tienda La Esquina de Doña Rosa,2026-01-10,12:08,Saturday,January,Q1,CLI315,Nuevo,Snacks y confites,1,5.18,Pago a Contacto,Pendiente,Presencial
TXN-COM001-01814,COM001,Tienda La Esquina de Doña Rosa,2026-03-05,13:19,Thursday,March,Q1,CLI129,Frecuente,Artículos de limpieza,5,6.75,QR Deuna,Completada,Presencial
TXN-COM002-00880,COM002,Botica Don Jacinto,2025-10-02,14:40,Thursday,October,Q4,CLI033,Frecuente,Higiene personal,5,13.49,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01508,COM003,Cevichería El Rincón Costeño,2026-01-02,15:26,Friday,January,Q1,CLI093,Nuevo,Ceviche de camarón,3,4.32,Pago a Contacto,Pendiente,Presencial
TXN-COM003-01811,COM003,Cevichería El Rincón Costeño,2026-03-10,12:18,Tuesday,March,Q1,CLI244,Ocasional,Mariscos al vapor,3,8.5,QR Deuna,Completada,Presencial
TXN-COM002-01742,COM002,Botica Don Jacinto,2026-02-23,08:47,Monday,February,Q1,CLI180,Frecuente,Vitaminas y suplementos,1,7.64,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01807,COM002,Botica Don Jacinto,2026-03-07,18:41,Saturday,March,Q1,CLI042,Ocasional,Vitaminas y suplementos,4,20.99,QR Deuna,Completada,Presencial
TXN-COM001-00001,COM001,Tienda La Esquina de Doña Rosa,2025-04-19,14:22,Saturday,April,Q2,CLI154,Ocasional,Artículos de limpieza,4,7.65,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01894,COM003,Cevichería El Rincón Costeño,2026-03-30,12:39,Monday,March,Q1,CLI095,Nuevo,Ceviche mixto,2,11.29,QR Deuna,Completada,WhatsApp/Redes
TXN-COM003-00048,COM003,Cevichería El Rincón Costeño,2025-04-28,14:08,Monday,April,Q2,CLI280,Nuevo,Mariscos al vapor,5,8.86,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-00501,COM001,Tienda La Esquina de Doña Rosa,2025-07-23,09:00,Wednesday,July,Q3,CLI166,Nuevo,Granos y harinas,1,5.39,QR Deuna,Completada,Presencial
TXN-COM001-00337,COM001,Tienda La Esquina de Doña Rosa,2025-06-20,19:57,Friday,June,Q2,CLI323,Nuevo,Lácteos y huevos,5,3.7,Pago a Contacto,Completada,Presencial
TXN-COM002-01303,COM002,Botica Don Jacinto,2025-12-15,14:18,Monday,December,Q4,CLI065,Ocasional,Antibióticos y receta,5,11.86,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-00630,COM002,Botica Don Jacinto,2025-08-15,18:06,Friday,August,Q3,CLI318,Frecuente,Vitaminas y suplementos,5,11.89,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM003-01507,COM003,Cevichería El Rincón Costeño,2026-01-02,12:55,Friday,January,Q1,CLI005,Frecuente,Mariscos al vapor,5,9.66,Pago a Contacto,Completada,Presencial
TXN-COM003-00854,COM003,Cevichería El Rincón Costeño,2025-09-27,14:06,Saturday,September,Q3,CLI349,Ocasional,Arroz con menestra,3,5.83,QR Deuna,Completada,WhatsApp/Redes
TXN-COM001-01877,COM001,Tienda La Esquina de Doña Rosa,2026-03-23,18:12,Monday,March,Q1,CLI190,Frecuente,Snacks y confites,2,3.32,Link de Pago Deuna,Completada,Presencial
TXN-COM001-00531,COM001,Tienda La Esquina de Doña Rosa,2025-07-29,17:06,Tuesday,July,Q3,CLI025,Ocasional,Víveres básicos,4,2.08,Pago a Contacto,Completada,Presencial
TXN-COM002-01060,COM002,Botica Don Jacinto,2025-11-07,11:52,Friday,November,Q4,CLI266,Nuevo,Cosméticos básicos,4,14.32,QR Deuna,Pendiente,Presencial
TXN-COM002-00779,COM002,Botica Don Jacinto,2025-09-13,15:22,Saturday,September,Q3,CLI152,Frecuente,Antibióticos y receta,4,14.25,Pago a Contacto,Completada,WhatsApp/Redes
TXN-COM003-00050,COM003,Cevichería El Rincón Costeño,2025-04-28,12:34,Monday,April,Q2,CLI247,Ocasional,Mariscos al vapor,4,9.39,Pago a Contacto,Completada,Presencial
TXN-COM001-01305,COM001,Tienda La Esquina de Doña Rosa,2025-12-13,08:17,Saturday,December,Q4,CLI023,Ocasional,Artículos de limpieza,4,1.07,QR Deuna,Completada,Presencial
TXN-COM001-01641,COM001,Tienda La Esquina de Doña Rosa,2026-01-30,11:57,Friday,January,Q1,CLI258,Nuevo,Lácteos y huevos,3,5.09,QR Deuna,Completada,Presencial
TXN-COM001-00265,COM001,Tienda La Esquina de Doña Rosa,2025-06-05,10:54,Thursday,June,Q2,CLI087,Nuevo,Lácteos y huevos,4,3.77,Link de Pago Deuna,Completada,WhatsApp/Redes
TXN-COM002-01561,COM002,Botica Don Jacinto,2026-01-18,16:52,Sunday,January,Q1,CLI045,Ocasional,Cosméticos básicos,3,17.85,Pago a Contacto,Completada,Presencial
TXN-COM003-01334,COM003,Cevichería El Rincón Costeño,2025-12-14,13:29,Sunday,December,Q4,CLI244,Ocasional,Almuerzo del día,5,10.11,Link de Pago Deuna,Completada,WhatsApp/Redes
